cuisine,id
mexican,4904
italian,36607
mexican,12756
southern_us,32462
vietnamese,42204
mexican,246
korean,47061
thai,15908
greek,29572
mexican,13458
southern_us,14022
vietnamese,40437
mexican,48136
italian,17687
brazilian,48504
southern_us,22857
indian,11465
thai,42107
mexican,12514
indian,46339
southern_us,8383
irish,27362
thai,38646
korean,44084
thai,12946
indian,11670
italian,34916
indian,2944
mexican,33063
jamaican,26982
mexican,2231
indian,5118
cajun_creole,28258
southern_us,44113
chinese,47328
filipino,33937
italian,40399
vietnamese,23562
mexican,12787
japanese,13992
italian,38992
mexican,45269
moroccan,15211
french,34602
thai,41779
mexican,4179
japanese,37925
italian,46161
southern_us,5512
mexican,27845
italian,12024
irish,41072
italian,17911
chinese,4237
italian,40442
mexican,15522
chinese,6804
thai,43807
chinese,21647
southern_us,22758
mexican,32551
mexican,20470
italian,20842
indian,43018
italian,45493
chinese,42442
italian,14655
italian,32247
italian,32302
mexican,42075
mexican,19949
southern_us,23352
southern_us,48549
japanese,15053
indian,23490
chinese,12080
thai,41992
brazilian,10618
italian,2870
mexican,49226
french,10052
italian,39400
mexican,8410
mexican,15752
moroccan,18854
thai,28448
greek,27260
french,1083
italian,21430
french,46343
italian,12493
indian,14251
french,37764
italian,3912
greek,28477
italian,25100
spanish,44515
southern_us,36019
italian,44471
indian,27855
southern_us,47538
mexican,16954
vietnamese,5730
cajun_creole,29892
italian,25581
indian,43708
mexican,49152
mexican,40984
italian,13050
italian,15031
french,42841
southern_us,16325
southern_us,1866
southern_us,29547
cajun_creole,24281
southern_us,49183
mexican,41136
indian,15790
japanese,23832
french,4231
mexican,5306
cajun_creole,40103
mexican,45908
indian,34333
mexican,19999
korean,9304
mexican,11613
italian,30183
korean,14480
korean,26493
mexican,46415
indian,23012
italian,2981
moroccan,31371
spanish,8119
japanese,48376
mexican,42957
french,18688
spanish,38876
italian,11197
thai,48216
italian,24611
italian,16761
italian,47345
spanish,16477
italian,31855
italian,403
mexican,48608
french,1985
jamaican,36249
chinese,27201
italian,22141
cajun_creole,34166
thai,4721
mexican,44230
italian,21409
southern_us,29986
greek,15401
italian,32341
italian,46266
indian,6633
italian,42713
russian,9117
british,16266
southern_us,36470
indian,16164
chinese,34712
southern_us,29117
indian,34991
italian,24906
italian,36954
italian,29979
italian,16710
italian,48056
indian,24035
indian,32656
french,45875
thai,1735
greek,35986
southern_us,45005
filipino,46636
southern_us,31507
mexican,31348
moroccan,28362
indian,33305
southern_us,36747
southern_us,39897
japanese,27450
korean,49579
mexican,24426
moroccan,11507
mexican,6093
greek,49338
italian,11560
mexican,49597
filipino,17865
mexican,5995
mexican,9707
mexican,6888
japanese,46148
southern_us,19940
italian,34637
moroccan,14214
french,15805
chinese,34328
french,27174
italian,24919
mexican,33206
southern_us,10745
southern_us,41550
italian,5008
mexican,10685
italian,15287
southern_us,25701
italian,31525
chinese,27096
japanese,36113
italian,48480
italian,1944
italian,26314
vietnamese,10478
french,15149
british,5024
french,1676
italian,2869
mexican,20079
mexican,8053
italian,6212
indian,13557
filipino,9735
spanish,39956
mexican,21569
italian,3269
cajun_creole,4461
mexican,41598
indian,44612
french,20150
italian,7278
southern_us,35809
mexican,21612
french,20357
italian,23355
spanish,27727
jamaican,34021
mexican,9970
italian,36438
southern_us,12079
indian,22380
thai,28065
italian,49690
moroccan,48671
southern_us,18509
greek,8903
chinese,23374
mexican,22475
indian,28418
brazilian,42625
italian,44840
indian,42121
indian,2243
japanese,18032
mexican,19392
italian,25679
mexican,11223
italian,35867
mexican,33842
chinese,12676
mexican,38377
mexican,344
chinese,11864
cajun_creole,16895
indian,3001
japanese,19195
french,3635
russian,23150
italian,17502
moroccan,16405
mexican,34160
french,34495
french,18377
mexican,18988
mexican,24880
italian,48302
indian,33358
filipino,20732
italian,22094
thai,8638
mexican,35556
cajun_creole,27248
italian,15746
southern_us,46404
greek,23323
southern_us,39018
italian,23510
french,27710
indian,30540
southern_us,48945
chinese,37197
chinese,27343
mexican,29349
southern_us,38383
mexican,46758
chinese,24859
mexican,18292
italian,32450
thai,35936
southern_us,36789
mexican,19804
italian,16604
southern_us,585
indian,29352
italian,48392
greek,44324
southern_us,5012
italian,19487
mexican,17263
irish,26127
indian,39464
chinese,4870
moroccan,16171
moroccan,308
cajun_creole,19155
brazilian,18736
southern_us,43352
mexican,24652
italian,44181
indian,36237
italian,30286
southern_us,4019
southern_us,20111
italian,35543
southern_us,25992
mexican,8275
chinese,49613
indian,45149
indian,38610
mexican,18111
italian,35670
japanese,30349
chinese,12034
cajun_creole,20729
cajun_creole,11458
indian,16423
italian,47404
chinese,43875
southern_us,43513
cajun_creole,21894
greek,9350
mexican,18519
mexican,4651
mexican,14831
thai,32530
indian,44131
southern_us,36724
cajun_creole,20264
indian,4994
french,47875
italian,1952
cajun_creole,6792
french,44853
irish,13807
italian,14303
mexican,27449
mexican,20389
french,32028
mexican,9758
southern_us,15295
spanish,14904
italian,9534
italian,46950
indian,15648
greek,44473
italian,29833
italian,3015
italian,43675
southern_us,3329
moroccan,27359
italian,18163
indian,45238
italian,2146
french,17194
italian,15864
irish,6084
italian,44220
filipino,1843
italian,4777
french,27182
italian,47648
mexican,30068
mexican,36696
italian,47909
mexican,19016
chinese,32683
greek,224
cajun_creole,2031
japanese,26715
mexican,23886
french,28724
spanish,46037
chinese,38683
italian,19328
italian,15324
italian,20480
mexican,43132
italian,25028
french,15859
indian,13023
cajun_creole,27838
indian,3661
mexican,35313
cajun_creole,45668
french,3070
italian,20607
chinese,33560
cajun_creole,43354
italian,19935
italian,45795
mexican,42932
italian,42059
chinese,47601
chinese,31240
southern_us,5339
greek,8192
korean,4831
indian,9134
indian,49500
southern_us,45456
mexican,47506
french,43238
french,43910
thai,36829
italian,2771
southern_us,14712
mexican,37718
indian,5264
british,26273
moroccan,48641
indian,46990
italian,26575
french,43906
mexican,30518
southern_us,45950
italian,15967
mexican,25115
southern_us,15112
cajun_creole,34860
greek,32100
korean,11239
italian,809
italian,9212
southern_us,34741
mexican,29409
cajun_creole,39986
spanish,21487
french,36981
indian,19115
mexican,37110
chinese,36185
korean,26244
chinese,18026
mexican,36961
mexican,14384
cajun_creole,6039
indian,31871
mexican,35841
southern_us,16074
southern_us,39180
italian,19331
french,8658
italian,49574
mexican,25237
italian,6947
italian,5309
french,35914
chinese,14715
british,47994
korean,11508
italian,41662
indian,39047
italian,22933
japanese,5016
greek,49449
southern_us,39029
cajun_creole,1721
italian,41864
mexican,17358
mexican,36847
indian,34812
southern_us,5486
chinese,2492
mexican,45624
italian,7576
korean,34773
chinese,16904
mexican,4279
italian,38068
indian,7370
french,23586
mexican,48790
mexican,26717
italian,32749
chinese,42536
french,5372
british,37143
italian,37244
thai,27674
chinese,778
french,14686
mexican,9274
italian,37769
italian,12871
mexican,38528
irish,32968
italian,6275
southern_us,4732
indian,9452
indian,29194
russian,16627
italian,5127
italian,26447
southern_us,11489
british,23884
thai,14545
indian,19620
irish,9771
mexican,21265
italian,38249
southern_us,3483
italian,21262
korean,14605
indian,9448
italian,15750
italian,6413
chinese,17585
moroccan,10057
chinese,29462
italian,18943
mexican,22591
southern_us,32048
french,32249
japanese,39578
spanish,21724
italian,27119
filipino,25094
irish,41200
chinese,33033
british,21389
italian,49103
mexican,12519
indian,26913
italian,12460
mexican,3397
chinese,3502
cajun_creole,42877
southern_us,249
southern_us,46008
mexican,14185
moroccan,20873
southern_us,11722
indian,24883
italian,3932
southern_us,25728
mexican,16428
mexican,7887
japanese,48364
spanish,47197
mexican,28640
chinese,16758
italian,39135
greek,33302
thai,23677
mexican,25509
korean,35746
italian,46195
italian,19788
southern_us,18888
russian,21153
french,44672
chinese,48707
southern_us,2232
vietnamese,36081
italian,948
indian,24512
indian,24382
french,40648
southern_us,48886
italian,21967
italian,40119
indian,38221
cajun_creole,49494
italian,17286
chinese,10421
italian,13088
italian,34348
thai,15405
italian,15218
vietnamese,40233
chinese,26098
mexican,17221
thai,25198
thai,22532
southern_us,41563
southern_us,2554
mexican,38170
greek,29476
mexican,33384
korean,5770
chinese,5628
italian,44069
greek,18530
thai,22369
italian,9498
italian,26476
greek,29939
thai,9336
mexican,26377
spanish,18442
thai,13470
southern_us,34689
southern_us,11016
vietnamese,28985
mexican,25293
southern_us,569
chinese,29992
southern_us,20363
russian,6981
russian,30154
southern_us,39960
italian,25975
indian,4029
filipino,49081
chinese,7493
mexican,10393
italian,6915
italian,42310
mexican,15612
southern_us,23160
french,37897
italian,44731
southern_us,3460
italian,29855
korean,31140
southern_us,4481
indian,30882
korean,511
spanish,1120
mexican,42651
irish,18209
chinese,38368
thai,31783
italian,37589
japanese,17752
indian,37020
jamaican,19503
mexican,2718
mexican,28365
southern_us,45843
chinese,4514
chinese,4311
italian,41356
irish,12022
mexican,6846
indian,8983
italian,47589
southern_us,14859
italian,20035
thai,732
southern_us,38568
brazilian,10871
indian,42540
italian,48782
mexican,17988
korean,8147
indian,32029
italian,25598
chinese,8695
mexican,11213
italian,21053
southern_us,29154
japanese,33691
italian,32129
chinese,43787
italian,40642
french,39782
italian,38430
chinese,33438
southern_us,31602
mexican,17581
southern_us,25169
italian,35755
mexican,33544
thai,34252
french,30764
italian,44946
mexican,716
italian,24668
thai,24270
italian,13165
italian,33758
vietnamese,3090
french,43987
mexican,39021
greek,44460
southern_us,29876
indian,17737
indian,36772
southern_us,18174
southern_us,20924
italian,39098
mexican,32571
chinese,26957
mexican,11363
thai,20736
chinese,42639
indian,43350
italian,15451
mexican,45175
french,5652
thai,1569
thai,39036
korean,13673
mexican,1550
southern_us,38553
mexican,38594
mexican,3220
thai,24686
italian,10863
greek,46683
mexican,5113
italian,34967
mexican,15420
southern_us,9607
mexican,7190
italian,7482
italian,3928
cajun_creole,11288
indian,1948
italian,6590
indian,20275
mexican,14212
italian,47990
italian,36653
indian,22436
southern_us,34790
italian,45752
mexican,19159
indian,14515
french,27510
chinese,38699
italian,34959
indian,7206
italian,2316
mexican,18823
italian,1909
cajun_creole,48313
southern_us,5844
moroccan,29975
chinese,41091
southern_us,9532
french,46569
chinese,10399
southern_us,42934
mexican,2688
mexican,27095
italian,12476
mexican,23070
italian,9837
japanese,45829
southern_us,31887
southern_us,28518
italian,47168
mexican,45321
french,20662
thai,9699
vietnamese,41018
french,705
french,42898
indian,633
mexican,31443
mexican,18613
british,19060
italian,17845
french,1534
greek,41786
brazilian,31656
italian,17330
french,7048
southern_us,7938
italian,46208
italian,33759
thai,5526
mexican,26943
italian,20701
thai,35701
italian,36687
southern_us,21401
southern_us,376
italian,6980
italian,39402
mexican,43095
greek,18576
indian,39720
french,17526
italian,27549
italian,27123
cajun_creole,22979
chinese,46113
mexican,31557
brazilian,20414
thai,14487
italian,24881
irish,17955
mexican,39109
french,35576
southern_us,25876
mexican,24669
japanese,22261
chinese,832
italian,29742
jamaican,21381
italian,34322
korean,7224
greek,17978
thai,9438
japanese,9458
thai,41045
mexican,34614
italian,16651
italian,8230
cajun_creole,39372
southern_us,39357
mexican,44341
french,42052
thai,45208
southern_us,28626
vietnamese,48345
brazilian,37791
chinese,15227
japanese,24053
italian,17716
southern_us,6087
mexican,28000
italian,4320
italian,21783
mexican,16148
italian,47562
italian,31541
southern_us,43574
spanish,45475
southern_us,16953
chinese,5239
indian,4595
french,37279
italian,33264
mexican,30484
southern_us,9200
thai,7457
chinese,42413
vietnamese,18484
mexican,20985
jamaican,29503
italian,45242
filipino,46953
mexican,13948
italian,1623
italian,33251
italian,6148
southern_us,30392
chinese,144
southern_us,20602
indian,48085
southern_us,14896
thai,47518
southern_us,29161
mexican,39363
french,694
italian,3887
southern_us,12671
southern_us,31117
mexican,14714
thai,29993
italian,20639
greek,17665
indian,3969
mexican,11014
southern_us,19530
mexican,17271
indian,30457
indian,22989
indian,45756
chinese,20297
cajun_creole,10942
mexican,35686
italian,13032
cajun_creole,7951
southern_us,20432
mexican,17971
southern_us,4128
mexican,7589
chinese,18816
chinese,12650
indian,418
italian,36366
mexican,32991
italian,6424
indian,8134
southern_us,39280
italian,3091
italian,23382
mexican,34090
indian,23320
british,14962
mexican,42047
mexican,44805
french,36584
indian,3016
chinese,6391
mexican,38188
mexican,1784
italian,18300
italian,3856
japanese,41841
italian,16837
indian,23687
indian,38118
chinese,27801
chinese,17096
cajun_creole,20235
southern_us,13288
italian,26749
mexican,19084
cajun_creole,35200
greek,41073
italian,28016
italian,18431
japanese,22228
mexican,27456
italian,325
italian,6543
southern_us,7062
french,49221
italian,44536
indian,24865
filipino,26543
southern_us,10096
indian,38273
jamaican,6710
italian,49243
italian,19624
cajun_creole,24435
italian,14883
southern_us,22516
southern_us,587
mexican,40539
indian,11208
mexican,18273
japanese,22762
italian,13300
italian,42245
greek,14177
moroccan,4184
southern_us,14277
mexican,41308
italian,34438
chinese,9805
italian,38007
indian,23919
indian,13945
indian,32279
mexican,17456
southern_us,47941
italian,32310
italian,44442
mexican,14163
italian,27573
greek,777
indian,44116
mexican,13347
japanese,29348
mexican,14219
italian,39983
moroccan,33682
indian,21443
cajun_creole,47642
cajun_creole,1759
southern_us,1205
indian,4794
spanish,17408
thai,34666
greek,40237
italian,13778
italian,41289
southern_us,3560
mexican,35830
cajun_creole,11151
cajun_creole,12789
italian,21166
russian,24716
mexican,25586
southern_us,11046
indian,31793
french,28746
cajun_creole,7226
southern_us,30991
irish,47476
italian,30626
indian,49367
indian,35754
jamaican,4247
italian,49423
indian,22295
chinese,2749
french,685
italian,30988
italian,46285
mexican,40492
italian,22264
mexican,15921
chinese,388
chinese,33121
mexican,35685
italian,4416
italian,17725
moroccan,39525
indian,27034
southern_us,28470
mexican,38953
french,20045
mexican,12896
greek,39573
brazilian,8838
thai,15399
mexican,39439
chinese,26837
french,41220
chinese,35968
thai,24335
japanese,10983
southern_us,5516
thai,38894
greek,11887
southern_us,31306
indian,38578
southern_us,3561
thai,45095
italian,30969
southern_us,14389
chinese,29670
southern_us,40995
southern_us,33629
italian,10616
italian,30886
indian,18995
filipino,31098
southern_us,34607
southern_us,48989
japanese,44542
mexican,47075
chinese,19228
mexican,2685
chinese,11686
mexican,9610
greek,30405
moroccan,43666
italian,32892
indian,44741
chinese,6791
italian,440
mexican,22693
korean,24328
korean,13800
cajun_creole,23873
southern_us,12767
mexican,5929
mexican,20645
cajun_creole,20999
japanese,29995
greek,35223
greek,22414
chinese,23410
japanese,36558
french,13704
indian,41952
cajun_creole,46915
southern_us,47170
moroccan,2295
southern_us,46128
italian,48349
korean,1482
italian,26589
italian,9418
southern_us,31356
mexican,16052
mexican,43594
indian,29099
italian,23472
italian,34914
thai,19404
italian,28299
italian,12314
southern_us,6047
italian,37581
chinese,12750
japanese,17498
italian,7694
filipino,14531
mexican,26628
southern_us,8205
italian,25101
greek,29045
indian,20917
moroccan,8311
japanese,10213
thai,15241
french,46132
italian,15349
mexican,22580
italian,47335
cajun_creole,17759
italian,27633
mexican,42313
thai,47272
mexican,4553
southern_us,15235
jamaican,34102
british,21227
italian,9782
french,6913
chinese,11944
moroccan,19035
mexican,9848
mexican,42745
italian,40846
mexican,27618
mexican,41067
french,13555
mexican,18063
italian,16962
french,8415
cajun_creole,19041
italian,38889
thai,32528
italian,21750
chinese,11344
chinese,27945
italian,37025
mexican,789
chinese,25084
southern_us,6024
indian,14741
chinese,20468
italian,26963
indian,1451
mexican,27745
cajun_creole,31347
mexican,46592
indian,38107
southern_us,5987
french,1808
greek,23783
italian,28618
chinese,36764
mexican,11326
japanese,3020
italian,24326
thai,34002
french,11499
italian,9268
chinese,49368
chinese,44720
mexican,13127
italian,34494
thai,48382
italian,18585
chinese,40052
irish,46321
southern_us,49561
mexican,9453
mexican,19555
italian,17833
southern_us,10196
thai,35996
italian,22530
southern_us,44176
mexican,2669
indian,10896
filipino,7343
chinese,46255
italian,27043
british,20998
mexican,12357
southern_us,36339
thai,45086
southern_us,37690
indian,37829
mexican,3537
southern_us,5150
southern_us,13
southern_us,44579
filipino,8749
mexican,131
mexican,44306
italian,19202
southern_us,21300
italian,27286
italian,18297
mexican,4388
greek,22234
french,7359
french,39947
italian,6855
italian,46057
italian,33950
southern_us,36009
italian,23732
indian,21316
cajun_creole,32806
jamaican,34343
italian,11973
mexican,2380
italian,30667
indian,42364
italian,30258
thai,34109
italian,5265
mexican,123
french,12498
mexican,23713
italian,25176
indian,28576
mexican,32563
indian,38829
italian,3835
indian,1960
southern_us,43991
italian,45136
southern_us,41554
japanese,10118
mexican,43827
mexican,32583
french,31949
chinese,23574
chinese,28211
mexican,21793
mexican,25914
cajun_creole,34735
chinese,26071
french,9476
southern_us,29443
chinese,16966
british,6457
mexican,25882
greek,48390
southern_us,28356
southern_us,15699
spanish,2090
italian,4686
thai,27937
mexican,25560
italian,38937
southern_us,48670
french,2547
southern_us,17442
italian,28669
mexican,4410
chinese,36917
indian,46755
southern_us,25321
chinese,47019
italian,33077
italian,11593
mexican,44295
chinese,46632
southern_us,18503
british,29030
french,32516
southern_us,35128
cajun_creole,41715
indian,49185
spanish,35517
southern_us,13909
southern_us,36886
mexican,29304
mexican,29577
mexican,24570
chinese,29466
indian,10724
italian,30026
japanese,37133
thai,29346
thai,32871
chinese,46420
chinese,29083
italian,4402
italian,15877
indian,33448
italian,3541
indian,27704
italian,28658
italian,23793
irish,11040
indian,28419
italian,37086
italian,13965
mexican,28674
southern_us,5645
mexican,20756
irish,15548
indian,14495
italian,11989
indian,47482
mexican,14101
mexican,1289
southern_us,49473
chinese,39161
mexican,14452
thai,31489
mexican,15599
italian,28440
mexican,33624
french,24090
italian,16137
french,4819
southern_us,1377
indian,47636
chinese,25907
mexican,35894
mexican,20315
jamaican,27199
italian,34055
southern_us,26938
mexican,5734
italian,32241
british,2163
cajun_creole,20340
thai,6278
british,49404
mexican,36731
mexican,29165
indian,24932
indian,6591
mexican,14644
southern_us,43518
thai,28979
cajun_creole,45821
russian,26627
thai,39139
chinese,3026
italian,13204
chinese,762
french,28036
mexican,46514
italian,34536
indian,36484
mexican,5676
southern_us,13715
mexican,43019
indian,2471
italian,34065
french,39362
mexican,4987
thai,28414
italian,8710
italian,6610
cajun_creole,28847
indian,10560
italian,32993
mexican,16912
italian,35262
thai,46936
cajun_creole,14553
korean,17471
cajun_creole,22897
mexican,2789
italian,3897
italian,22751
japanese,16566
southern_us,23033
cajun_creole,30500
indian,13018
italian,13077
mexican,9177
italian,16012
mexican,5293
southern_us,35451
moroccan,5591
mexican,44443
italian,36811
indian,7031
italian,11475
italian,5556
southern_us,33728
southern_us,46703
italian,41776
italian,4099
mexican,4251
italian,29381
chinese,30300
italian,27494
japanese,48254
mexican,32789
japanese,44569
italian,44160
mexican,18762
southern_us,23808
moroccan,11875
indian,35843
indian,4948
thai,34713
italian,8352
mexican,28407
southern_us,3506
chinese,44338
greek,38464
mexican,1139
indian,12287
chinese,27031
french,42153
southern_us,42686
cajun_creole,44415
southern_us,10072
french,8618
mexican,14153
greek,23825
spanish,21440
cajun_creole,13366
filipino,24979
mexican,33437
japanese,4864
spanish,33017
thai,15122
southern_us,42731
mexican,8281
southern_us,2812
southern_us,30683
french,24249
cajun_creole,12169
italian,28629
southern_us,32774
italian,15181
mexican,44314
italian,37583
chinese,28069
chinese,33503
italian,24015
chinese,39333
italian,13414
italian,4855
italian,6512
french,21974
italian,9062
italian,6243
mexican,10675
italian,35788
chinese,37372
southern_us,28810
italian,23045
southern_us,21296
italian,33484
chinese,30045
indian,17354
russian,30061
mexican,41671
indian,13160
chinese,43260
chinese,43992
french,16117
greek,30403
italian,37331
southern_us,5456
irish,26893
french,44470
moroccan,38130
mexican,9361
french,19320
korean,3545
italian,25778
chinese,34074
brazilian,34216
spanish,38817
mexican,20749
italian,31535
cajun_creole,2052
mexican,18186
french,49595
italian,47592
italian,26011
indian,23403
japanese,8005
italian,19517
mexican,10157
french,47071
greek,22469
italian,26224
southern_us,29482
chinese,8227
british,12580
italian,26385
british,49610
indian,6446
mexican,1766
chinese,19538
french,44811
mexican,16844
italian,28777
italian,28282
mexican,15025
chinese,35345
filipino,21527
indian,26997
chinese,40454
italian,2828
cajun_creole,18980
mexican,13604
indian,9911
chinese,49684
mexican,5056
french,2990
cajun_creole,32016
thai,37476
chinese,33761
british,20280
greek,19266
italian,17492
japanese,29376
mexican,39788
korean,606
brazilian,28514
korean,8497
cajun_creole,14688
mexican,6514
mexican,22222
mexican,40303
brazilian,23173
italian,26842
southern_us,38197
indian,6680
mexican,11165
spanish,10077
filipino,10703
southern_us,32046
cajun_creole,40961
thai,35596
mexican,1653
italian,3886
spanish,14121
vietnamese,36351
italian,32915
filipino,5386
mexican,40215
italian,183
vietnamese,24641
mexican,47715
cajun_creole,34390
thai,712
chinese,12535
southern_us,49435
southern_us,30517
southern_us,3489
italian,1636
mexican,30044
mexican,24095
thai,22105
japanese,24627
mexican,38840
italian,9246
mexican,32088
thai,38769
southern_us,5657
chinese,15325
mexican,28603
moroccan,42188
italian,30446
chinese,1757
southern_us,32710
british,2136
indian,27690
southern_us,35074
mexican,48873
southern_us,39277
italian,28708
italian,45762
italian,37933
moroccan,4491
southern_us,35597
french,15163
italian,25745
italian,49614
french,41946
italian,6372
cajun_creole,39604
chinese,42983
indian,19983
moroccan,21892
italian,20647
japanese,47368
southern_us,3557
italian,41749
italian,31498
southern_us,19271
french,15640
italian,26181
british,22491
vietnamese,31939
italian,35961
cajun_creole,9811
indian,40599
southern_us,40190
italian,16581
jamaican,22637
mexican,37123
cajun_creole,36020
italian,2226
italian,43012
italian,13134
french,18749
british,1692
cajun_creole,10138
indian,25235
italian,13955
thai,42655
italian,12415
italian,7502
southern_us,27394
mexican,44210
italian,5331
mexican,25173
mexican,48988
thai,20735
italian,22048
brazilian,27644
mexican,43242
italian,28368
italian,2429
mexican,25477
mexican,30938
italian,29877
mexican,30451
thai,48987
french,17989
indian,13439
italian,33444
southern_us,38794
italian,37227
french,39679
southern_us,34234
chinese,38038
italian,7274
greek,18018
italian,11450
cajun_creole,48160
mexican,21288
french,34704
italian,46684
mexican,7049
thai,9116
chinese,22485
mexican,6346
mexican,40269
chinese,35850
filipino,1429
southern_us,19739
british,38972
italian,39570
italian,43463
italian,21757
greek,36070
mexican,40550
thai,22914
indian,15074
mexican,41576
italian,46372
french,8751
italian,47378
japanese,21143
moroccan,3818
mexican,48486
french,23388
cajun_creole,37216
cajun_creole,13142
french,828
chinese,18468
mexican,25554
italian,9863
thai,12771
italian,3066
mexican,35442
italian,25696
french,38136
italian,35825
cajun_creole,28933
southern_us,34629
italian,22169
korean,7028
mexican,37204
mexican,16980
mexican,27356
italian,11736
indian,1632
mexican,1073
british,8236
italian,42866
thai,30904
italian,35258
italian,17290
mexican,35929
chinese,46072
french,46763
italian,47664
indian,45625
indian,31177
mexican,33941
british,12272
indian,48146
italian,11812
mexican,42795
italian,14372
mexican,2964
chinese,9236
chinese,18992
italian,30902
italian,30939
italian,20108
thai,6562
mexican,46412
french,8034
southern_us,37521
italian,46651
jamaican,32493
italian,3251
southern_us,31825
southern_us,2676
french,32140
mexican,5326
italian,38240
chinese,45874
japanese,17253
southern_us,25292
indian,48666
mexican,49278
southern_us,47903
italian,42062
italian,27885
mexican,21229
southern_us,47629
indian,16695
southern_us,5355
mexican,45369
chinese,25736
indian,29882
indian,38900
southern_us,1508
italian,2526
mexican,16563
french,49060
southern_us,31448
thai,36746
southern_us,1280
brazilian,41950
greek,25948
chinese,35444
italian,2881
southern_us,44080
japanese,4446
indian,47106
chinese,15521
southern_us,44359
southern_us,48967
italian,1599
greek,44514
indian,7140
cajun_creole,27656
cajun_creole,35581
chinese,6359
italian,41639
mexican,42680
mexican,31520
mexican,47846
italian,7993
italian,2996
thai,27737
moroccan,27427
italian,3734
italian,44673
chinese,43924
greek,18628
filipino,3596
southern_us,37666
italian,14633
indian,36259
mexican,19752
italian,16697
moroccan,9550
southern_us,20813
italian,34356
italian,3583
chinese,14148
italian,28329
mexican,166
southern_us,12368
thai,32261
southern_us,35306
thai,1414
italian,45051
mexican,20767
italian,23450
italian,404
japanese,527
vietnamese,25416
french,25409
chinese,34603
mexican,20266
italian,9513
irish,7794
indian,19429
italian,11328
mexican,49242
chinese,40411
italian,46424
southern_us,1634
thai,47221
southern_us,3963
mexican,15515
mexican,6735
southern_us,41899
chinese,36222
cajun_creole,24468
french,9876
french,33614
russian,42279
vietnamese,46846
thai,34711
brazilian,39556
cajun_creole,1064
italian,30080
italian,6076
moroccan,5670
indian,44525
indian,19743
southern_us,36205
italian,9030
japanese,39755
japanese,39434
southern_us,37803
spanish,30053
italian,11661
french,17918
japanese,44237
southern_us,38536
irish,47369
mexican,6108
indian,16807
southern_us,41329
thai,33582
indian,9570
italian,47129
italian,14268
mexican,8395
mexican,38977
irish,22716
southern_us,25753
mexican,12018
chinese,31659
mexican,21149
indian,10328
italian,33585
italian,29192
mexican,46733
mexican,12887
french,24354
italian,39237
thai,19430
mexican,39895
italian,34566
korean,17889
mexican,40652
vietnamese,31395
mexican,35908
mexican,18341
mexican,17745
mexican,40560
italian,25097
french,31430
indian,25484
french,43668
indian,2184
japanese,12106
indian,25747
italian,11423
indian,22403
korean,2880
spanish,15445
mexican,9825
indian,31607
cajun_creole,9341
italian,2406
mexican,28466
italian,8619
italian,16097
mexican,11652
italian,16852
italian,29111
indian,33602
mexican,35
italian,47741
brazilian,39820
korean,25332
thai,5720
southern_us,19634
chinese,34851
chinese,14117
british,12195
greek,33665
italian,46228
italian,15964
chinese,47502
spanish,41865
french,46055
mexican,8863
italian,48658
french,42251
italian,33164
southern_us,24526
southern_us,39431
southern_us,3893
southern_us,34175
southern_us,6727
mexican,17230
mexican,24579
french,15873
italian,3703
southern_us,27030
italian,9149
mexican,16152
italian,49665
greek,27036
italian,8341
italian,30384
indian,32883
mexican,29047
british,31964
italian,7011
cajun_creole,46301
mexican,3495
mexican,11949
italian,975
mexican,15529
mexican,15372
italian,5176
italian,13631
italian,42028
russian,4936
cajun_creole,26471
chinese,43833
southern_us,47933
mexican,38373
filipino,5780
italian,46303
southern_us,27308
italian,10340
southern_us,48900
cajun_creole,876
southern_us,10446
mexican,15082
mexican,31706
southern_us,24885
southern_us,34944
italian,7917
indian,5923
italian,44272
french,41074
italian,381
italian,16053
french,37470
mexican,23027
southern_us,42078
italian,13183
greek,14828
mexican,15394
french,46300
mexican,38963
italian,679
chinese,34558
cajun_creole,31528
indian,45629
mexican,5034
italian,35031
mexican,13237
italian,42339
mexican,3911
french,20409
italian,24741
indian,18381
italian,7572
italian,24226
mexican,19945
italian,31809
greek,17903
cajun_creole,48664
greek,14122
mexican,3175
mexican,3403
southern_us,11062
mexican,16629
french,11349
mexican,14353
mexican,25633
mexican,11424
thai,36024
mexican,7151
mexican,12777
southern_us,34289
italian,13904
british,40792
southern_us,11649
italian,227
cajun_creole,10396
korean,6559
italian,14195
indian,21511
vietnamese,431
southern_us,5651
indian,20754
southern_us,24905
korean,16731
greek,9006
italian,43909
italian,28526
french,31141
mexican,39787
mexican,35320
chinese,25077
italian,2902
indian,34305
southern_us,6174
greek,24695
korean,12211
thai,13227
indian,728
indian,21635
southern_us,14011
southern_us,5861
italian,9976
korean,49218
mexican,27684
chinese,11095
greek,47314
italian,41901
southern_us,5859
indian,3947
moroccan,14030
italian,10056
italian,39408
italian,35283
brazilian,13994
british,36302
korean,16113
thai,47207
thai,36198
southern_us,21134
italian,49070
mexican,8030
southern_us,31802
brazilian,36511
italian,7785
italian,38965
italian,31453
mexican,43100
french,32307
spanish,45405
italian,28532
southern_us,16092
italian,29029
indian,5596
vietnamese,11369
mexican,37436
mexican,2421
mexican,22070
southern_us,10600
mexican,11150
italian,29257
southern_us,38540
mexican,18998
filipino,39974
southern_us,2159
thai,19679
southern_us,44146
chinese,36086
moroccan,20676
